Feedback_ID,Feedback_Text
ZMF04973,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF03093,Food from Biryani Central arrived earlier than expected and was polite and professional!
ZMF01489,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF09549,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF05964,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03024,Consistently good experience with Zomato. Reliable and fast.
ZMF01534,Consistently good experience with Zomato. Reliable and fast.
ZMF02830,Amazing discounts and very quick delivery. Highly recommended.
ZMF02483,Consistently good experience with Zomato. Reliable and fast.
ZMF09556,One of the items was missing from my order. This is completely unacceptable.
ZMF06815,I am tired of the an item missing from my order. I want a full refund for this order.
ZMF01171,Consistently good experience with Zomato. Reliable and fast.
ZMF09701,My order was more than an hour late and the food was soggy.
ZMF06697,My order was more than an hour late and the food was soggy.
ZMF05915,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02810,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF04758,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF09422,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF04364,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF03950,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF03553,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF05392,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF03605,Food from Grill & Chill arrived super fast and was user-friendly!
ZMF00577,Amazing discounts and very quick delivery. Highly recommended.
ZMF05415,The curry was completely spilled in the bag. Terrible packaging.
ZMF07095,One of the items was missing from my order. I had to wait for more than an hour.
ZMF08167,I am tired of the cold food. It was a very frustrating experience.
ZMF09838,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00450,Consistently good experience with Zomato. Reliable and fast.
ZMF02476,The delivery partner was very impressive. Great service!
ZMF09699,The curry was completely spilled in the bag. Terrible packaging.
ZMF03546,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF07808,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04298,Amazing discounts and very quick delivery. Highly recommended.
ZMF07644,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00216,Food from Grill & Chill arrived earlier than expected and was user-friendly!
ZMF05193,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00111,Food from Biryani Central arrived super fast and was neat and secure!
ZMF01204,Amazing discounts and very quick delivery. Highly recommended.
ZMF04939,Food from Noodle Kingdom arrived super fast and was user-friendly!
ZMF07449,I am tired of the a rude delivery partner. I had to wait for more than an hour.
ZMF09018,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06636,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF01543,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF01090,The delivery partner was very delicious. Great service!
ZMF07757,One of the items was missing from my order. It was a very frustrating experience.
ZMF05674,One of the items was missing from my order. My entire meal was ruined.
ZMF06484,My order was more than 40 minutes late and the food was cold.
ZMF05023,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF07971,I am tired of the the restaurant canceling my order after a long wait. It was a very frustrating experience.
ZMF01902,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF02247,Consistently good experience with Zomato. Reliable and fast.
ZMF08771,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02356,Food from Biryani Central arrived super fast and was impressive!
ZMF08149,My order was more than 40 minutes late and the food was cold.
ZMF09907,One of the items was missing from my order. This is completely unacceptable.
ZMF04887,Consistently good experience with Zomato. Reliable and fast.
ZMF08389,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03964,Food from Grill & Chill arrived earlier than expected and was polite and professional!
ZMF09405,The curry was completely spilled in the bag. Terrible packaging.
ZMF05848,I am tired of the a rude delivery partner. My entire meal was ruined.
ZMF00141,Food from The Curry House arrived super fast and was quick!
ZMF03009,Amazing discounts and very quick delivery. Highly recommended.
ZMF01751,Amazing discounts and very quick delivery. Highly recommended.
ZMF01033,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF00363,The delivery partner was very excellent. Great service!
ZMF08257,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06462,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06411,I am tired of the the restaurant canceling my order after a long wait. I want a full refund for this order.
ZMF05477,My order was more than 40 minutes late and the food was soggy.
ZMF07350,The curry was completely spilled in the bag. Terrible packaging.
ZMF07665,My order was more than an hour late and the food was cold.
ZMF00796,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF01851,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF05480,One of the items was missing from my order. This is completely unacceptable.
ZMF03828,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF05600,I am tired of the cold food. My entire meal was ruined.
ZMF01365,Food from Noodle Kingdom arrived super fast and was polite and professional!
ZMF02653,Food from Pizza Bay arrived super fast and was delicious!
ZMF05842,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF00549,Amazing discounts and very quick delivery. Highly recommended.
ZMF01353,Amazing discounts and very quick delivery. Highly recommended.
ZMF08115,The soup was completely spilled in the bag. Terrible packaging.
ZMF02691,Amazing discounts and very quick delivery. Highly recommended.
ZMF07401,One of the items was missing from my order. It was a very frustrating experience.
ZMF08645,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07154,I am tired of the cold food. This is completely unacceptable.
ZMF09649,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01316,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF08736,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF01824,Consistently good experience with Zomato. Reliable and fast.
ZMF00597,Amazing discounts and very quick delivery. Highly recommended.
ZMF06040,The soup was completely spilled in the bag. Terrible packaging.
ZMF01066,The delivery partner was very excellent. Great service!
ZMF08428,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF08307,My order was more than an hour late and the food was soggy.
ZMF06211,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01785,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF05400,I am tired of the the restaurant canceling my order after a long wait. My entire meal was ruined.
ZMF07727,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09552,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF02888,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF04083,Amazing discounts and very quick delivery. Highly recommended.
ZMF04310,The delivery partner was very neat and secure. Great service!
ZMF05835,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08311,The delivery partner was very rude. This is not the service I expect from Zomato.
